model,0,1,2,3,4,5,6,7
0,0.0388,0.5487,0.5244,0.5394,0.5781,0.5537,0.5506,0.6012
1,0.5250,0.0137,0.6312,0.5825,0.5094,0.5387,0.5519,0.5556
2,0.6319,0.5775,0.1044,0.6212,0.5888,0.5656,0.5731,0.5469
3,0.5888,0.5487,0.5425,0.0906,0.5406,0.5544,0.5712,0.5594
4,0.5387,0.5244,0.5337,0.5838,0.2062,0.4988,0.5531,0.5487
5,0.5506,0.5244,0.5669,0.6244,0.5725,0.0669,0.5462,0.5781
6,0.5337,0.5512,0.5544,0.5244,0.5356,0.4387,0.0837,0.5431
7,0.5156,0.5500,0.5019,0.6006,0.5362,0.6137,0.5719,0.0656
