model,0,1,2,3,4,5,6,7
0,0.3375,0.4956,0.5375,0.4231,0.5594,0.5612,0.5231,0.4112
1,0.7512,0.3881,0.7169,0.4300,0.7300,0.7219,0.7131,0.6106
2,0.6644,0.5956,0.3669,0.4681,0.6387,0.6444,0.6225,0.5825
3,0.7837,0.7000,0.7612,0.4112,0.7581,0.7637,0.7512,0.5531
4,0.7562,0.7475,0.7862,0.7612,0.3669,0.7769,0.7862,0.6062
5,0.7506,0.6900,0.7156,0.5656,0.7244,0.4425,0.7012,0.5925
6,0.7412,0.6612,0.7100,0.5081,0.7231,0.7131,0.4244,0.5256
7,0.8425,0.8494,0.8544,0.8475,0.8344,0.8487,0.8469,0.2437
