model,0,1,2,3,4,5,6,7
0,0.0025,0.0106,0.0081,0.0044,0.0044,0.0031,0.0062,0.0237
1,0.0150,0.0144,0.0175,0.0106,0.0150,0.0131,0.0150,0.0344
2,0.0119,0.0187,0.0137,0.0106,0.0094,0.0125,0.0137,0.0269
3,0.0050,0.0106,0.0100,0.0044,0.0062,0.0050,0.0075,0.0237
4,0.0081,0.0175,0.0131,0.0088,0.0044,0.0081,0.0119,0.0256
5,0.0031,0.0106,0.0088,0.0044,0.0037,0.0019,0.0062,0.0231
6,0.0025,0.0088,0.0075,0.0037,0.0019,0.0019,0.0012,0.0213
7,0.0375,0.0562,0.0437,0.0337,0.0350,0.0369,0.0450,0.0275
