model,0,1,2,3,4,5,6,7
0,0.0675,0.3537,0.1250,0.5956,0.4269,0.1462,0.2406,0.3462
1,0.2594,0.0781,0.2719,0.6362,0.4462,0.2681,0.3637,0.4312
2,0.4700,0.6087,0.2556,0.7431,0.6406,0.4206,0.5775,0.6587
3,0.7656,0.7887,0.7775,0.4631,0.7844,0.7987,0.7831,0.7975
4,0.4537,0.5288,0.4900,0.6656,0.2287,0.5119,0.5337,0.5788
5,0.3831,0.5944,0.4000,0.6856,0.6413,0.1556,0.5312,0.5944
6,0.4125,0.5281,0.3806,0.6587,0.5612,0.3944,0.0556,0.5519
7,0.3769,0.5200,0.4175,0.6350,0.5381,0.3706,0.4731,0.0831
