model,0,1,2,3,4,5,6,7
0,0.0050,0.0187,0.0062,0.0075,0.0275,0.0187,0.0287,0.0088
1,0.0206,0.0100,0.0088,0.0094,0.0269,0.0225,0.0325,0.0125
2,0.0100,0.0069,0.0019,0.0031,0.0144,0.0069,0.0150,0.0050
3,0.0081,0.0056,0.0019,0.0006,0.0119,0.0050,0.0112,0.0031
4,0.0162,0.0119,0.0037,0.0044,0.0012,0.0088,0.0194,0.0062
5,0.0237,0.0206,0.0112,0.0112,0.0325,0.0056,0.0331,0.0131
6,0.0194,0.0156,0.0050,0.0062,0.0244,0.0137,0.0006,0.0088
7,0.0081,0.0069,0.0019,0.0025,0.0131,0.0056,0.0119,0.0019
