model,0,1,2,3,4,5,6,7
0,0.0125,0.4963,0.6500,0.5406,0.5106,0.5819,0.5825,0.6025
1,0.5425,0.0125,0.6837,0.6331,0.6031,0.6425,0.6712,0.6712
2,0.6375,0.6619,0.0200,0.6912,0.6656,0.7206,0.7012,0.7244
3,0.6319,0.6481,0.7256,0.0137,0.6631,0.7100,0.6962,0.7244
4,0.4637,0.5269,0.6413,0.5706,0.0137,0.6150,0.6037,0.6175
5,0.5700,0.5881,0.7025,0.6562,0.6094,0.0075,0.6375,0.6669
6,0.6119,0.6656,0.7237,0.6650,0.6600,0.6819,0.0175,0.6956
7,0.5763,0.6150,0.6937,0.6206,0.6025,0.6587,0.6700,0.0106
