model,0,1,2,3,4,5,6,7
0,0.0012,0.3162,0.0581,0.2237,0.0419,0.0294,0.1494,0.0606
1,0.5131,0.0019,0.4706,0.5044,0.5019,0.4619,0.5606,0.5163
2,0.0650,0.3137,0.0056,0.2250,0.0325,0.0275,0.1419,0.0612
3,0.3962,0.4300,0.3756,0.0281,0.3562,0.3206,0.4544,0.3713
4,0.0156,0.2469,0.0112,0.1512,0.0025,0.0025,0.0594,0.0144
5,0.0094,0.2287,0.0094,0.1119,0.0056,0.0006,0.0356,0.0088
6,0.1594,0.4300,0.1406,0.3250,0.1100,0.0688,0.0019,0.1163
7,0.0519,0.3600,0.0394,0.2119,0.0256,0.0162,0.1088,0.0012
