model,0,1,2,3,4,5,6,7
0,0.0000,0.7750,0.8106,0.8637,0.8487,0.8406,0.7662,0.8356
1,0.8200,0.0000,0.8306,0.8706,0.8712,0.8219,0.8044,0.8356
2,0.8587,0.7625,0.0000,0.8369,0.8475,0.8275,0.7725,0.8625
3,0.8381,0.7713,0.7425,0.0000,0.8487,0.8237,0.7656,0.8237
4,0.8306,0.7850,0.8100,0.8656,0.0019,0.8344,0.7944,0.8800
5,0.8575,0.7637,0.8262,0.8669,0.8425,0.0000,0.7994,0.8425
6,0.8400,0.7856,0.8162,0.8669,0.8325,0.8250,0.0000,0.8394
7,0.8469,0.7994,0.8244,0.8487,0.8331,0.8413,0.7987,0.0000
