model,0,1,2,3,4,5,6,7
0,0.0250,0.3581,0.3650,0.3544,0.2531,0.4556,0.2950,0.1906
1,0.1219,0.0162,0.2144,0.1837,0.1225,0.3612,0.1694,0.0969
2,0.1375,0.2269,0.0131,0.2281,0.1519,0.3725,0.1887,0.1187
3,0.1644,0.2344,0.2806,0.0287,0.1744,0.4462,0.2269,0.1275
4,0.3394,0.3569,0.3675,0.3500,0.3194,0.4731,0.3444,0.3287
5,0.2712,0.3862,0.3944,0.3887,0.3381,0.0375,0.3762,0.2769
6,0.1544,0.2312,0.2369,0.2350,0.1787,0.3837,0.0362,0.1419
7,0.3500,0.3688,0.3812,0.3625,0.3462,0.4862,0.3544,0.3281
