model,0,1,2,3,4,5,6,7
0,0.0037,0.8644,0.8137,0.7788,0.7713,0.8325,0.8494,0.8069
1,0.8819,0.0006,0.8413,0.8244,0.7625,0.8019,0.8744,0.8394
2,0.7750,0.8700,0.0206,0.8175,0.7519,0.8425,0.8338,0.8025
3,0.7612,0.8500,0.8256,0.0081,0.7987,0.8037,0.8069,0.8394
4,0.8413,0.8056,0.8212,0.8606,0.0100,0.8644,0.8050,0.8687
5,0.7975,0.7912,0.8781,0.8294,0.8287,0.0000,0.8794,0.8031
6,0.7994,0.8731,0.8706,0.8694,0.8194,0.8944,0.0025,0.8587
7,0.7925,0.8556,0.8287,0.8456,0.8275,0.8175,0.7794,0.0062
