model,0,1,2,3,4,5,6,7
0,0.0213,0.6850,0.6594,0.6362,0.5650,0.6181,0.6875,0.5788
1,0.7512,0.0375,0.7500,0.7387,0.7144,0.7462,0.7569,0.7269
2,0.7487,0.7744,0.0331,0.7237,0.7138,0.7637,0.7662,0.7188
3,0.6525,0.6831,0.6656,0.0375,0.5512,0.6300,0.6775,0.5575
4,0.4725,0.5169,0.5094,0.4031,0.0362,0.4144,0.4762,0.3244
5,0.5125,0.5594,0.5431,0.4719,0.3837,0.0319,0.5050,0.3987
6,0.7106,0.7462,0.7175,0.6719,0.6375,0.6587,0.0556,0.6356
7,0.3675,0.4369,0.4206,0.2975,0.2294,0.3106,0.3787,0.0881
