model,0,1,2,3,4,5,6,7
0,0.3519,0.4481,0.4862,0.5100,0.4719,0.4200,0.4369,0.5081
1,0.4831,0.2081,0.3675,0.4950,0.5344,0.5269,0.3606,0.4956
2,0.5087,0.4019,0.2556,0.5050,0.5525,0.5269,0.3887,0.5169
3,0.4156,0.3619,0.4000,0.1000,0.4363,0.3862,0.3375,0.4512
4,0.4894,0.5031,0.5362,0.5506,0.3137,0.4606,0.4762,0.5312
5,0.4731,0.4787,0.4925,0.5300,0.4925,0.3419,0.4562,0.5200
6,0.3844,0.2319,0.2175,0.4000,0.4206,0.3725,0.0250,0.4056
7,0.4762,0.4537,0.4737,0.5219,0.5019,0.4587,0.4237,0.0944
