model,0,1,2,3,4,5,6,7
0,0.2400,0.7494,0.7056,0.7250,0.7219,0.7212,0.6994,0.7219
1,0.7319,0.3575,0.5650,0.6062,0.6025,0.6206,0.5894,0.6156
2,0.7169,0.5913,0.3562,0.5462,0.5544,0.5656,0.5138,0.5612
3,0.6706,0.5019,0.4000,0.1431,0.4856,0.4750,0.4137,0.4669
4,0.7375,0.6025,0.5163,0.5656,0.2744,0.5806,0.5294,0.5737
5,0.7425,0.6225,0.5712,0.6094,0.6181,0.3850,0.5606,0.6175
6,0.7319,0.6413,0.5475,0.5950,0.6044,0.5863,0.3850,0.6181
7,0.7269,0.6169,0.5350,0.5788,0.5844,0.5775,0.5569,0.2156
