model,0,1,2,3,4,5,6,7
0,0.1437,0.7738,0.8256,0.7575,0.8512,0.7937,0.8312,0.8169
1,0.7800,0.0506,0.8637,0.7406,0.8150,0.7494,0.7987,0.8338
2,0.8212,0.8469,0.0956,0.7731,0.8744,0.7644,0.8275,0.8456
3,0.8481,0.7775,0.6925,0.0575,0.7487,0.7969,0.8312,0.7194
4,0.8469,0.7400,0.8381,0.7475,0.0856,0.7881,0.8119,0.8194
5,0.7894,0.7212,0.7769,0.8331,0.8156,0.0544,0.8281,0.8694
6,0.8200,0.7763,0.8363,0.8612,0.8794,0.7962,0.0912,0.7550
7,0.8012,0.8369,0.8312,0.7519,0.8150,0.8381,0.8556,0.0763
