model,0,1,2,3,4,5,6,7
0,0.0025,0.5969,0.5987,0.6287,0.5587,0.5788,0.6050,0.6106
1,0.6094,0.0069,0.5462,0.6037,0.5731,0.5850,0.5800,0.5900
2,0.5731,0.5400,0.0050,0.4950,0.5687,0.5781,0.6606,0.5956
3,0.6050,0.5825,0.4694,0.0044,0.5763,0.5844,0.6069,0.5769
4,0.5087,0.6044,0.5000,0.5913,0.0131,0.5925,0.6119,0.5794
5,0.5575,0.5725,0.5000,0.5850,0.6212,0.0037,0.6419,0.5775
6,0.6162,0.6119,0.5675,0.6194,0.5481,0.6294,0.0012,0.5487
7,0.6000,0.5594,0.6156,0.5763,0.6056,0.5337,0.5819,0.0062
