model,0,1,2,3,4,5,6,7
0,0.0000,0.7981,0.7981,0.7506,0.8594,0.7756,0.7862,0.8262
1,0.8094,0.0000,0.8094,0.8075,0.8137,0.8194,0.7775,0.8269
2,0.7887,0.8281,0.0000,0.8181,0.7812,0.7912,0.7906,0.8456
3,0.8200,0.7981,0.7950,0.0000,0.8594,0.8388,0.7469,0.7881
4,0.8050,0.8331,0.7875,0.8062,0.0000,0.8175,0.8144,0.8212
5,0.8150,0.8388,0.7713,0.8081,0.8094,0.0000,0.7719,0.8081
6,0.8075,0.8081,0.8087,0.8394,0.8144,0.8062,0.0000,0.7844
7,0.8231,0.8100,0.7931,0.7812,0.8250,0.7844,0.8150,0.0031
