model,0,1,2,3,4,5,6,7
0,0.0088,0.2319,0.0475,0.0744,0.0875,0.1187,0.0237,0.0306
1,0.3956,0.3113,0.4038,0.5100,0.5219,0.5219,0.4637,0.4537
2,0.3675,0.4294,0.3500,0.4031,0.4287,0.4387,0.3681,0.3812
3,0.0537,0.3044,0.0987,0.0181,0.1744,0.1962,0.0775,0.0956
4,0.3069,0.4731,0.3619,0.3450,0.2744,0.3381,0.3000,0.2925
5,0.3444,0.5050,0.4013,0.3775,0.3419,0.2950,0.3325,0.3237
6,0.0375,0.2550,0.0750,0.1050,0.1137,0.1494,0.0131,0.0575
7,0.3219,0.4587,0.3425,0.3569,0.3306,0.3556,0.3206,0.3063
