model,0,1,2,3,4,5,6,7
0,0.0000,0.2469,0.0706,0.0206,0.0469,0.0531,0.1156,0.2525
1,0.4663,0.0000,0.4731,0.4044,0.4669,0.4200,0.4994,0.5394
2,0.1006,0.2912,0.0000,0.0231,0.0575,0.0519,0.1250,0.2300
3,0.0112,0.1294,0.0075,0.0000,0.0012,0.0025,0.0213,0.0881
4,0.0281,0.1856,0.0175,0.0037,0.0000,0.0100,0.0412,0.1187
5,0.0088,0.1081,0.0050,0.0006,0.0019,0.0000,0.0213,0.0675
6,0.1125,0.3519,0.1062,0.0375,0.0737,0.0700,0.0000,0.2606
7,0.4825,0.5394,0.4625,0.4106,0.4525,0.4338,0.4719,0.0000
