model,0,1,2,3,4,5,6,7
0,0.3681,0.6225,0.6294,0.6444,0.5669,0.6087,0.6187,0.6219
1,0.4212,0.0256,0.0969,0.2062,0.3156,0.0144,0.0269,0.3281
2,0.5213,0.2481,0.2400,0.3000,0.4462,0.2450,0.2456,0.4625
3,0.5819,0.4081,0.4587,0.3206,0.5444,0.3688,0.4206,0.6000
4,0.5594,0.5525,0.5712,0.6250,0.3594,0.5194,0.5375,0.5919
5,0.4988,0.2269,0.2412,0.2875,0.4169,0.2256,0.2269,0.4250
6,0.4969,0.2044,0.2175,0.2544,0.4119,0.2031,0.2031,0.4144
7,0.5619,0.4656,0.5150,0.5819,0.5075,0.4125,0.4531,0.2444
