model,0,1,2,3,4,5,6,7
0,0.0544,0.8812,0.8950,0.8262,0.8231,0.9062,0.8650,0.7962
1,0.8287,0.0688,0.8825,0.8531,0.8369,0.8812,0.8256,0.8869
2,0.9256,0.8475,0.0281,0.8050,0.8781,0.8575,0.8287,0.8825
3,0.8406,0.8769,0.8137,0.0281,0.8750,0.8594,0.8681,0.8375
4,0.8450,0.8269,0.8512,0.8544,0.0481,0.8356,0.7806,0.8581
5,0.8900,0.8831,0.8662,0.8762,0.8237,0.0412,0.8037,0.8562
6,0.8669,0.8519,0.8444,0.8675,0.8450,0.8600,0.0356,0.7456
7,0.8144,0.8756,0.8406,0.8519,0.8969,0.8562,0.8106,0.0250
