model,0,1,2,3,4,5,6,7
0,0.0056,0.5450,0.6737,0.5500,0.4031,0.7294,0.5550,0.5481
1,0.5819,0.0019,0.5163,0.4744,0.4181,0.5394,0.3537,0.6181
2,0.7763,0.5394,0.0062,0.6419,0.5150,0.5375,0.5362,0.4894
3,0.4731,0.5094,0.6606,0.0006,0.6687,0.6031,0.7437,0.5950
4,0.5106,0.5181,0.5950,0.5462,0.0012,0.6306,0.5131,0.6419
5,0.7019,0.6044,0.5675,0.6150,0.5231,0.0031,0.7944,0.5462
6,0.4850,0.6600,0.4856,0.6969,0.5819,0.6850,0.0019,0.4619
7,0.5981,0.7113,0.5669,0.5913,0.5406,0.6387,0.5756,0.0031
