model,0,1,2,3,4,5,6,7
0,0.0763,0.5781,0.5381,0.5475,0.5975,0.5919,0.5425,0.5631
1,0.5687,0.1475,0.5506,0.5587,0.5931,0.5487,0.5244,0.5362
2,0.6494,0.5437,0.0219,0.5881,0.5012,0.5475,0.4956,0.5412
3,0.5587,0.5406,0.5281,0.2763,0.6194,0.5594,0.5437,0.5669
4,0.5925,0.5431,0.5400,0.5731,0.1181,0.4963,0.5506,0.5725
5,0.5769,0.5506,0.4912,0.4831,0.5531,0.0456,0.5494,0.5337
6,0.5894,0.5744,0.5869,0.5556,0.5763,0.4975,0.1094,0.6000
7,0.5625,0.5469,0.5969,0.5288,0.5625,0.5344,0.5431,0.0756
