model,0,1,2,3,4,5,6,7
0,0.0812,0.5587,0.4013,0.5763,0.5431,0.4344,0.4956,0.6669
1,0.5006,0.2131,0.5100,0.5163,0.5481,0.4206,0.5838,0.5025
2,0.4906,0.4475,0.0419,0.5231,0.4937,0.4844,0.5281,0.4300
3,0.5437,0.5475,0.4881,0.1494,0.4944,0.5400,0.5969,0.5756
4,0.5194,0.5106,0.5381,0.5181,0.2169,0.4856,0.4656,0.5669
5,0.6394,0.5381,0.4887,0.5556,0.4881,0.0469,0.5106,0.4956
6,0.5319,0.5238,0.5250,0.5131,0.5437,0.4537,0.0406,0.5437
7,0.5238,0.5475,0.5750,0.4919,0.5831,0.5644,0.5550,0.0537
