model,0,1,2,3,4,5,6,7
0,0.0105,0.6505,0.6780,0.6930,0.6680,0.6705,0.6950,0.5940
1,0.6955,0.0070,0.6880,0.7040,0.7015,0.6970,0.6720,0.5675
2,0.6830,0.6880,0.0055,0.7575,0.6815,0.7215,0.6960,0.5660
3,0.6805,0.6405,0.7305,0.0285,0.6415,0.6595,0.7215,0.5710
4,0.6645,0.6710,0.6685,0.7060,0.0390,0.6900,0.6550,0.5695
5,0.6945,0.7215,0.6770,0.6450,0.7040,0.0250,0.7120,0.5765
6,0.6860,0.6915,0.7140,0.7315,0.6935,0.6940,0.0060,0.5425
7,0.7360,0.6580,0.7015,0.7040,0.6705,0.6325,0.6340,0.0450
