model,0,1,2,3,4,5,6,7
0,0.0000,0.6700,0.6080,0.6660,0.7460,0.7690,0.5890,0.5695
1,0.6415,0.0000,0.6090,0.7735,0.7290,0.6200,0.6280,0.5540
2,0.6485,0.6345,0.0015,0.7570,0.6815,0.7440,0.7040,0.5555
3,0.6430,0.7395,0.7540,0.0000,0.7570,0.7860,0.6080,0.7425
4,0.7840,0.7670,0.6905,0.7075,0.0025,0.5845,0.7510,0.7090
5,0.6820,0.6860,0.7975,0.7850,0.5680,0.0010,0.7330,0.6420
6,0.6510,0.5805,0.7435,0.6085,0.7115,0.6225,0.0005,0.6150
7,0.5260,0.6300,0.5990,0.7560,0.6395,0.5510,0.6930,0.0030
