model,0,1,2,3,4,5,6,7
0,0.0000,0.5580,0.5545,0.5740,0.6230,0.5400,0.4805,0.6795
1,0.4800,0.0000,0.5360,0.4845,0.5270,0.4540,0.5390,0.5235
2,0.5690,0.6405,0.0000,0.5795,0.7265,0.6140,0.6095,0.5530
3,0.5735,0.4745,0.6245,0.0000,0.7215,0.6180,0.5955,0.6565
4,0.6710,0.6405,0.7445,0.6990,0.0000,0.5985,0.5990,0.6115
5,0.5800,0.4860,0.5730,0.6200,0.5865,0.0000,0.6190,0.6390
6,0.4680,0.4305,0.4990,0.5430,0.4510,0.5335,0.0000,0.4890
7,0.6235,0.5590,0.7000,0.6305,0.6035,0.7205,0.5375,0.0000
