model,0,1,2,3,4,5,6,7
0,0.0000,0.7585,0.7845,0.7380,0.7055,0.7570,0.7660,0.7305
1,0.6305,0.0035,0.6880,0.6945,0.7510,0.6985,0.6735,0.6735
2,0.7600,0.7585,0.0000,0.7775,0.8100,0.7745,0.7650,0.7985
3,0.6135,0.7105,0.7070,0.0265,0.6595,0.7215,0.7505,0.6570
4,0.5195,0.6935,0.7030,0.5745,0.0020,0.6990,0.6910,0.6035
5,0.6725,0.7360,0.7405,0.7365,0.7625,0.0025,0.7580,0.7315
6,0.6980,0.7520,0.7580,0.8000,0.7690,0.7905,0.0010,0.7610
7,0.6765,0.7240,0.7685,0.7305,0.7160,0.7525,0.7310,0.0005
