model,0,1,2,3,4,5,6,7
0,0.0390,0.0365,0.0465,0.0430,0.0430,0.0640,0.0360,0.0535
1,0.0450,0.0365,0.0460,0.0450,0.0535,0.0645,0.0380,0.0570
2,0.0545,0.0440,0.0595,0.0565,0.0610,0.0725,0.0495,0.0640
3,0.0285,0.0230,0.0350,0.0105,0.0325,0.0475,0.0195,0.0415
4,0.0525,0.0530,0.0620,0.0560,0.0660,0.0820,0.0520,0.0635
5,0.0680,0.0625,0.0725,0.0630,0.0820,0.0725,0.0660,0.0850
6,0.0325,0.0310,0.0430,0.0435,0.0450,0.0590,0.0345,0.0520
7,0.0645,0.0520,0.0625,0.0580,0.0655,0.0815,0.0540,0.0610
