model,0,1,2,3,4,5,6,7
0,0.0030,0.1215,0.1220,0.1190,0.1010,0.1085,0.1640,0.1280
1,0.0800,0.0040,0.0960,0.0675,0.0600,0.0670,0.0845,0.0625
2,0.1235,0.1500,0.0030,0.1150,0.1035,0.1400,0.1495,0.1615
3,0.1040,0.0775,0.0935,0.0045,0.0755,0.0765,0.1050,0.0900
4,0.0765,0.0780,0.0740,0.0730,0.0010,0.0695,0.0785,0.0640
5,0.0850,0.0735,0.1030,0.0680,0.0715,0.0035,0.0975,0.0730
6,0.1050,0.0860,0.1010,0.0840,0.0615,0.0910,0.0040,0.1015
7,0.0730,0.0580,0.1070,0.0590,0.0420,0.0550,0.0825,0.0015
