model,0,1,2,3,4,5,6,7
0,0.0315,0.4800,0.4315,0.3450,0.3945,0.4410,0.4160,0.4330
1,0.3430,0.0490,0.3660,0.3300,0.3250,0.4025,0.3325,0.3870
2,0.3395,0.3975,0.0605,0.3400,0.3430,0.4055,0.3980,0.4610
3,0.2680,0.4105,0.3630,0.0505,0.3075,0.3795,0.4060,0.3635
4,0.3015,0.4035,0.3675,0.3055,0.0335,0.3415,0.3710,0.3415
5,0.3415,0.4570,0.4020,0.3655,0.3220,0.0485,0.4270,0.4670
6,0.3115,0.3465,0.3900,0.3540,0.3100,0.4205,0.0490,0.3635
7,0.3750,0.4840,0.5075,0.3790,0.3800,0.5110,0.4295,0.0330
