model,0,1,2,3,4,5,6,7
0,0.0000,0.6750,0.7165,0.6540,0.7065,0.7485,0.7580,0.7530
1,0.7200,0.0000,0.7290,0.7230,0.7365,0.7250,0.7370,0.6655
2,0.7795,0.7785,0.0000,0.7070,0.7985,0.7285,0.7280,0.6230
3,0.6765,0.8230,0.7285,0.0005,0.7970,0.6545,0.7660,0.7420
4,0.6650,0.7160,0.6855,0.7765,0.0000,0.7030,0.6965,0.7420
5,0.7355,0.7395,0.7020,0.6350,0.7000,0.0000,0.6625,0.7290
6,0.7310,0.7425,0.6735,0.7120,0.7555,0.7045,0.0010,0.7325
7,0.7605,0.6460,0.5965,0.6960,0.7720,0.7710,0.6790,0.0000
