model,0,1,2,3,4,5,6,7
0,0.0015,0.1025,0.1175,0.1520,0.1475,0.0995,0.1395,0.1370
1,0.0995,0.0040,0.1015,0.1060,0.1290,0.0825,0.1025,0.1055
2,0.1985,0.1670,0.0015,0.1490,0.1460,0.1585,0.1905,0.1600
3,0.1640,0.1215,0.0895,0.0015,0.1075,0.1205,0.1400,0.1245
4,0.1530,0.1400,0.0870,0.1025,0.0015,0.0865,0.1200,0.0920
5,0.1100,0.0905,0.1030,0.1150,0.0855,0.0045,0.1265,0.1495
6,0.1290,0.0985,0.1090,0.1185,0.0945,0.1125,0.0050,0.0860
7,0.1505,0.1225,0.1080,0.1195,0.0835,0.1405,0.1195,0.0020
