model,0,1,2,3,4,5,6,7
0,0.0000,0.3460,0.3620,0.3590,0.3175,0.3945,0.3745,0.3550
1,0.4040,0.0000,0.4470,0.4175,0.4115,0.4690,0.4615,0.3580
2,0.5330,0.5585,0.0000,0.5180,0.5155,0.5605,0.5570,0.4995
3,0.4370,0.4205,0.3965,0.0000,0.3835,0.4155,0.4785,0.3870
4,0.4665,0.4850,0.4755,0.4645,0.0000,0.4465,0.5255,0.4140
5,0.4955,0.5000,0.4770,0.4545,0.4105,0.0000,0.5070,0.4605
6,0.4380,0.4575,0.4365,0.4585,0.4380,0.4530,0.0000,0.4115
7,0.5130,0.4640,0.4650,0.4775,0.4360,0.5050,0.5125,0.0000
