model,0,1,2,3,4,5,6,7
0,0.0000,0.1265,0.0995,0.1235,0.1035,0.1295,0.1515,0.1900
1,0.1390,0.0005,0.1110,0.1375,0.0935,0.1400,0.1990,0.1965
2,0.1980,0.2010,0.0000,0.1845,0.1705,0.2240,0.2630,0.2585
3,0.1525,0.1445,0.1015,0.0000,0.0985,0.1155,0.1770,0.1650
4,0.1315,0.1110,0.1050,0.1095,0.0005,0.1215,0.1895,0.2185
5,0.1360,0.1215,0.1270,0.1010,0.1060,0.0000,0.1615,0.1955
6,0.1205,0.1420,0.1110,0.1075,0.1250,0.1265,0.0000,0.1550
7,0.1550,0.1415,0.1070,0.1035,0.1420,0.1645,0.1555,0.0000
