model,0,1,2,3,4,5,6,7
0,0.0005,0.0310,0.0170,0.0250,0.0115,0.0240,0.0305,0.0080
1,0.0110,0.0005,0.0030,0.0080,0.0030,0.0080,0.0075,0.0015
2,0.0170,0.0230,0.0005,0.0165,0.0115,0.0145,0.0270,0.0075
3,0.0235,0.0245,0.0140,0.0005,0.0110,0.0155,0.0235,0.0085
4,0.0190,0.0175,0.0085,0.0170,0.0000,0.0150,0.0285,0.0040
5,0.0310,0.0385,0.0160,0.0235,0.0155,0.0005,0.0305,0.0110
6,0.0250,0.0400,0.0275,0.0240,0.0215,0.0225,0.0005,0.0120
7,0.0175,0.0175,0.0055,0.0165,0.0055,0.0125,0.0185,0.0000
