model,0,1,2,3,4,5,6,7
0,0.3475,0.8470,0.8380,0.8045,0.8070,0.8435,0.8435,0.8465
1,0.8285,0.3710,0.8590,0.8680,0.8370,0.8655,0.8635,0.8745
2,0.8005,0.8260,0.3295,0.8015,0.7870,0.8225,0.8295,0.8210
3,0.7965,0.8415,0.8355,0.3765,0.7875,0.8365,0.8185,0.8440
4,0.8165,0.8560,0.8495,0.8295,0.3710,0.8620,0.8610,0.8485
5,0.8170,0.8330,0.8260,0.8130,0.8020,0.3330,0.8440,0.8410
6,0.8265,0.8475,0.8475,0.8345,0.8225,0.8655,0.3850,0.8570
7,0.8535,0.8655,0.8630,0.8545,0.8220,0.8730,0.8655,0.4435
