model,0,1,2,3,4,5,6,7
0,0.4425,0.8945,0.8730,0.9005,0.8370,0.8545,0.8760,0.9080
1,0.8495,0.3565,0.8865,0.8900,0.8380,0.8610,0.8690,0.8760
2,0.8485,0.8975,0.4280,0.8880,0.8160,0.8410,0.8650,0.8875
3,0.8525,0.8900,0.8870,0.4655,0.8580,0.8665,0.8765,0.8935
4,0.8515,0.8705,0.8660,0.8965,0.4360,0.8415,0.8530,0.8865
5,0.8260,0.8695,0.8515,0.8850,0.7930,0.3275,0.8400,0.8795
6,0.8535,0.8950,0.8525,0.9065,0.8440,0.8435,0.4960,0.8875
7,0.8860,0.8995,0.8980,0.9130,0.8805,0.8790,0.8830,0.4600
