model,0,1,2,3,4,5,6,7
0,0.0055,0.0170,0.0180,0.0160,0.0165,0.0095,0.0195,0.0115
1,0.0410,0.0055,0.0115,0.0120,0.0105,0.0055,0.0155,0.0085
2,0.0375,0.0150,0.0030,0.0125,0.0105,0.0070,0.0155,0.0075
3,0.0360,0.0100,0.0095,0.0010,0.0090,0.0065,0.0135,0.0075
4,0.0405,0.0110,0.0130,0.0105,0.0020,0.0055,0.0150,0.0085
5,0.0665,0.0265,0.0265,0.0255,0.0255,0.0150,0.0280,0.0210
6,0.0370,0.0110,0.0135,0.0120,0.0100,0.0055,0.0025,0.0075
7,0.0350,0.0105,0.0100,0.0125,0.0110,0.0040,0.0110,0.0025
