model,0,1,2,3,4,5,6,7
0,0.0005,0.6355,0.7145,0.7060,0.6665,0.6385,0.6725,0.6065
1,0.6535,0.0000,0.6820,0.6705,0.6715,0.6860,0.7410,0.6480
2,0.6970,0.6870,0.0020,0.6615,0.6400,0.6640,0.6540,0.6545
3,0.7230,0.6745,0.6460,0.0005,0.6115,0.5650,0.6370,0.6790
4,0.6960,0.6975,0.6225,0.6620,0.0015,0.6700,0.6020,0.6815
5,0.7025,0.6395,0.7120,0.6055,0.6655,0.0230,0.6715,0.7005
6,0.7705,0.7885,0.5900,0.6855,0.6215,0.7230,0.0015,0.6855
7,0.6655,0.6150,0.6985,0.6855,0.6865,0.7070,0.6685,0.0010
