model,0,1,2,3,4,5,6,7
0,0.0000,0.0045,0.0095,0.0105,0.0110,0.0240,0.0080,0.0180
1,0.0070,0.0000,0.0090,0.0085,0.0105,0.0180,0.0070,0.0145
2,0.0155,0.0090,0.0005,0.0190,0.0160,0.0315,0.0115,0.0210
3,0.0120,0.0055,0.0110,0.0000,0.0105,0.0180,0.0055,0.0155
4,0.0095,0.0070,0.0125,0.0110,0.0000,0.0245,0.0075,0.0210
5,0.0165,0.0175,0.0230,0.0185,0.0260,0.0000,0.0130,0.0350
6,0.0085,0.0055,0.0095,0.0075,0.0100,0.0230,0.0000,0.0145
7,0.0165,0.0085,0.0145,0.0130,0.0170,0.0290,0.0100,0.0000
