model,0,1,2,3,4,5,6,7
0,0.1135,0.8495,0.8565,0.8310,0.8470,0.8540,0.8450,0.8685
1,0.8360,0.0730,0.8520,0.8360,0.8025,0.8285,0.8290,0.8930
2,0.8510,0.8515,0.1100,0.8330,0.8420,0.8400,0.8105,0.8590
3,0.8140,0.8290,0.8245,0.0970,0.8080,0.7945,0.8160,0.8365
4,0.8945,0.8855,0.8900,0.8800,0.0765,0.8940,0.8475,0.8985
5,0.8425,0.8355,0.8355,0.8340,0.8515,0.1160,0.8305,0.8735
6,0.8570,0.8425,0.8435,0.8615,0.8125,0.8550,0.1095,0.8615
7,0.8510,0.8835,0.8450,0.8220,0.8385,0.8635,0.8075,0.0415
