model,0,1,2,3,4,5,6,7
0,0.2715,0.7235,0.6815,0.7160,0.6660,0.7035,0.6930,0.6805
1,0.6635,0.2180,0.6610,0.7310,0.6710,0.6930,0.6610,0.6860
2,0.6865,0.7095,0.2410,0.7080,0.6490,0.7320,0.6580,0.6835
3,0.6790,0.7230,0.6645,0.2295,0.6530,0.6945,0.6640,0.6685
4,0.6795,0.7255,0.6720,0.7265,0.2790,0.7360,0.6735,0.6780
5,0.6755,0.6940,0.6770,0.7020,0.6870,0.2255,0.6700,0.6710
6,0.6940,0.7070,0.6855,0.7230,0.6595,0.7175,0.2810,0.6860
7,0.6990,0.7335,0.6945,0.7025,0.6815,0.7260,0.6900,0.2440
