model,0,1,2,3,4,5,6,7
0,0.0155,0.4330,0.3845,0.3070,0.3880,0.2965,0.4795,0.4345
1,0.3070,0.0040,0.2200,0.2620,0.3770,0.2335,0.2925,0.3550
2,0.3695,0.3445,0.0030,0.3150,0.4340,0.2820,0.4345,0.4560
3,0.2215,0.3180,0.2485,0.0040,0.3005,0.2660,0.3340,0.2595
4,0.4125,0.4400,0.4130,0.3975,0.0125,0.1990,0.4300,0.3740
5,0.3485,0.3770,0.3240,0.3945,0.2340,0.0260,0.3400,0.4260
6,0.3840,0.3090,0.3505,0.2940,0.3775,0.2170,0.0365,0.4450
7,0.4195,0.4500,0.3890,0.2940,0.3000,0.3040,0.4975,0.0480
