model,0,1,2,3,4,5,6,7
0,0.0265,0.8975,0.8685,0.8985,0.8895,0.8720,0.9005,0.8550
1,0.8525,0.0290,0.8115,0.8525,0.8425,0.8325,0.8840,0.8620
2,0.8495,0.8490,0.0435,0.8515,0.8490,0.8155,0.8865,0.8930
3,0.8640,0.8540,0.8180,0.0485,0.8120,0.8445,0.8725,0.8725
4,0.8720,0.8640,0.8395,0.8610,0.0555,0.8570,0.8965,0.8695
5,0.8810,0.8960,0.8375,0.8835,0.8685,0.0350,0.9080,0.9030
6,0.8725,0.8875,0.8655,0.8645,0.8585,0.8670,0.0345,0.8490
7,0.8575,0.8875,0.8875,0.8905,0.8635,0.8885,0.8680,0.0195
