model,0,1,2,3,4,5,6,7
0,0.0120,0.0620,0.0470,0.0450,0.0870,0.0410,0.0855,0.1375
1,0.1015,0.0100,0.0295,0.0190,0.0590,0.0160,0.0510,0.1140
2,0.1220,0.0390,0.0050,0.0155,0.0620,0.0155,0.0540,0.1225
3,0.1355,0.0415,0.0220,0.0040,0.0775,0.0155,0.0580,0.1290
4,0.1135,0.0430,0.0355,0.0290,0.0075,0.0270,0.0625,0.1185
5,0.1420,0.0420,0.0265,0.0185,0.0865,0.0095,0.0720,0.1440
6,0.1225,0.0460,0.0380,0.0290,0.0740,0.0285,0.0150,0.1240
7,0.1325,0.0590,0.0485,0.0345,0.0895,0.0380,0.0760,0.0225
