model,0,1,2,3,4,5,6,7
0,0.0000,0.2245,0.2015,0.2955,0.1785,0.1760,0.1940,0.2015
1,0.2385,0.0000,0.2715,0.2830,0.2795,0.2560,0.3030,0.2835
2,0.2195,0.2605,0.0000,0.2785,0.2395,0.2570,0.2255,0.2375
3,0.2715,0.2405,0.2250,0.0000,0.2595,0.2590,0.2305,0.2820
4,0.1555,0.2490,0.1825,0.3015,0.0000,0.1970,0.2195,0.1560
5,0.3895,0.4230,0.4375,0.4870,0.4345,0.0000,0.4535,0.4220
6,0.1635,0.2300,0.1650,0.2070,0.1905,0.2160,0.0000,0.2250
7,0.2425,0.3025,0.2225,0.3370,0.1975,0.2655,0.2755,0.0000
