model,0,1,2,3,4,5,6,7
0,0.0085,0.0240,0.0270,0.0245,0.0220,0.0170,0.0180,0.0335
1,0.0280,0.0095,0.0425,0.0320,0.0340,0.0240,0.0280,0.0380
2,0.0090,0.0070,0.0015,0.0060,0.0050,0.0035,0.0035,0.0095
3,0.0095,0.0095,0.0130,0.0075,0.0085,0.0065,0.0085,0.0185
4,0.0025,0.0010,0.0045,0.0010,0.0010,0.0005,0.0020,0.0055
5,0.0035,0.0015,0.0060,0.0010,0.0010,0.0005,0.0025,0.0095
6,0.0360,0.0430,0.0600,0.0315,0.0270,0.0205,0.0090,0.0570
7,0.0085,0.0110,0.0085,0.0090,0.0075,0.0035,0.0060,0.0015
