model,0,1,2,3,4,5,6,7
0,0.1665,0.9260,0.8990,0.9055,0.9140,0.8830,0.8985,0.8950
1,0.9110,0.1415,0.9080,0.8965,0.9230,0.8955,0.8825,0.9120
2,0.8600,0.8910,0.1475,0.9060,0.8980,0.8785,0.8485,0.8980
3,0.8710,0.9045,0.9060,0.2225,0.9125,0.8865,0.8875,0.8910
4,0.8955,0.9320,0.9195,0.9080,0.2040,0.9110,0.8705,0.9245
5,0.8740,0.9035,0.9085,0.8835,0.9170,0.1510,0.9020,0.9130
6,0.9020,0.9130,0.8790,0.9090,0.8920,0.9070,0.0970,0.9010
7,0.8810,0.9190,0.9135,0.9155,0.9195,0.8980,0.8925,0.1285
