model,0,1,2,3,4,5,6,7
0,0.0125,0.0125,0.0110,0.0140,0.0090,0.0490,0.0115,0.0220
1,0.0100,0.0075,0.0120,0.0120,0.0095,0.0520,0.0105,0.0250
2,0.0060,0.0065,0.0040,0.0105,0.0050,0.0420,0.0075,0.0175
3,0.0135,0.0155,0.0175,0.0110,0.0120,0.0480,0.0130,0.0270
4,0.0120,0.0130,0.0155,0.0180,0.0130,0.0665,0.0125,0.0345
5,0.0315,0.0455,0.0530,0.0365,0.0360,0.0115,0.0385,0.0555
6,0.0115,0.0185,0.0150,0.0175,0.0125,0.0500,0.0140,0.0270
7,0.0110,0.0180,0.0240,0.0155,0.0175,0.0570,0.0130,0.0055
