model,0,1,2,3,4,5,6,7
0,0.2770,0.8610,0.8505,0.8480,0.8550,0.8420,0.8605,0.8645
1,0.7935,0.3375,0.8385,0.8265,0.8325,0.8445,0.8465,0.8315
2,0.7785,0.8105,0.1870,0.8375,0.8280,0.8090,0.8350,0.8350
3,0.8350,0.8115,0.8770,0.3700,0.8015,0.8475,0.8365,0.8495
4,0.8355,0.8735,0.8350,0.8610,0.3495,0.8155,0.8510,0.8705
5,0.8585,0.8630,0.8445,0.8530,0.8385,0.2935,0.8400,0.8070
6,0.8525,0.8590,0.8780,0.8555,0.8240,0.8355,0.2685,0.8530
7,0.8410,0.8445,0.8400,0.8310,0.8455,0.8520,0.8290,0.3375
