model,0,1,2,3,4,5,6,7
0,0.0085,0.8900,0.8860,0.8675,0.8480,0.8690,0.8905,0.8840
1,0.8350,0.0075,0.8390,0.8400,0.8395,0.8320,0.8775,0.8535
2,0.8600,0.8545,0.0140,0.8460,0.8525,0.8190,0.8600,0.8440
3,0.8640,0.8695,0.8570,0.0050,0.8435,0.8655,0.8870,0.8585
4,0.8540,0.8860,0.8790,0.8705,0.0050,0.8835,0.8895,0.8775
5,0.8425,0.8715,0.8615,0.8690,0.8635,0.0055,0.8940,0.8885
6,0.8570,0.8760,0.8470,0.8465,0.8275,0.8505,0.0115,0.8600
7,0.8310,0.8705,0.8480,0.8440,0.8275,0.8630,0.8730,0.0100
