model,0,1,2,3,4,5,6,7
0,0.3080,0.7220,0.6925,0.7385,0.6700,0.7050,0.7290,0.7290
1,0.7070,0.3080,0.7135,0.7795,0.6905,0.7220,0.7440,0.7605
2,0.6610,0.7265,0.3175,0.7075,0.6595,0.6910,0.7210,0.7445
3,0.6935,0.7595,0.6725,0.3470,0.6635,0.6955,0.7265,0.7480
4,0.7105,0.7480,0.7250,0.7430,0.3035,0.6855,0.7390,0.7275
5,0.6750,0.7410,0.7030,0.7230,0.6545,0.3090,0.7455,0.7420
6,0.7205,0.7660,0.7210,0.7330,0.6915,0.7290,0.3130,0.7490
7,0.7160,0.7635,0.7615,0.7575,0.7110,0.7560,0.7560,0.3695
