model,0,1,2,3,4,5,6,7
0,0.0675,0.0910,0.0625,0.1025,0.0490,0.0645,0.1035,0.0580
1,0.1020,0.0850,0.0780,0.1060,0.0725,0.0770,0.1250,0.0810
2,0.0740,0.0755,0.0510,0.0910,0.0465,0.0535,0.1005,0.0420
3,0.0905,0.0915,0.0665,0.0550,0.0640,0.0660,0.0980,0.0600
4,0.0860,0.1025,0.0610,0.0955,0.0665,0.0750,0.1170,0.0600
5,0.0780,0.0795,0.0540,0.0870,0.0505,0.0315,0.0980,0.0505
6,0.1405,0.1580,0.1080,0.1500,0.1115,0.1145,0.1050,0.0995
7,0.0870,0.0980,0.0575,0.0915,0.0620,0.0610,0.1070,0.0570
