model,0,1,2,3,4,5,6,7
0,0.4775,0.7025,0.6620,0.6655,0.7325,0.6755,0.6940,0.6675
1,0.7025,0.2980,0.6745,0.6585,0.7185,0.6780,0.6830,0.6910
2,0.7715,0.7410,0.3460,0.7360,0.7690,0.7280,0.7360,0.7780
3,0.7025,0.6855,0.6800,0.2830,0.7350,0.6665,0.6905,0.6940
4,0.7270,0.6785,0.7025,0.6580,0.4300,0.6850,0.6735,0.6810
5,0.7060,0.6715,0.6520,0.6520,0.7250,0.2305,0.6860,0.6790
6,0.7345,0.6975,0.6930,0.6860,0.7040,0.7020,0.3675,0.7240
7,0.6430,0.6130,0.6020,0.5895,0.6340,0.6205,0.6220,0.3345
