model,0,1,2,3,4,5,6,7
0,0.0000,0.1880,0.1715,0.2215,0.2705,0.2315,0.2435,0.1840
1,0.1615,0.0000,0.1405,0.1995,0.2640,0.1945,0.1360,0.1635
2,0.1815,0.1790,0.0005,0.1955,0.2365,0.2085,0.2180,0.2085
3,0.1820,0.1995,0.1545,0.0035,0.2535,0.2085,0.1885,0.1890
4,0.2720,0.3440,0.2770,0.3060,0.0000,0.2985,0.2800,0.2435
5,0.2245,0.2400,0.2025,0.2430,0.2410,0.0000,0.2250,0.2085
6,0.2950,0.2415,0.2655,0.2880,0.3280,0.2875,0.0000,0.2740
7,0.2770,0.3170,0.2980,0.3215,0.3190,0.3370,0.3260,0.0000
