model,0,1,2,3,4,5,6,7
0,0.0845,0.4820,0.4860,0.4080,0.4655,0.4190,0.4385,0.4905
1,0.4740,0.0905,0.5145,0.4015,0.4615,0.5115,0.4660,0.4785
2,0.5400,0.5715,0.0870,0.4570,0.5585,0.5000,0.5720,0.5555
3,0.4295,0.4160,0.4065,0.0735,0.3915,0.4145,0.4385,0.4430
4,0.4480,0.4400,0.4925,0.3680,0.0845,0.3815,0.4450,0.4240
5,0.4885,0.5430,0.5045,0.4625,0.4630,0.0440,0.4780,0.5005
6,0.4465,0.4705,0.5005,0.4445,0.4680,0.3970,0.0590,0.4515
7,0.4860,0.4815,0.5005,0.4645,0.4535,0.4290,0.4360,0.0825
