model,0,1,2,3,4,5,6,7
0,0.0010,0.7715,0.6425,0.5955,0.7355,0.7605,0.7635,0.6260
1,0.7650,0.0005,0.7390,0.7005,0.6010,0.7190,0.7015,0.6575
2,0.6050,0.7230,0.0010,0.6700,0.6395,0.7640,0.6565,0.3580
3,0.5710,0.6785,0.7435,0.0015,0.6720,0.7900,0.6680,0.6360
4,0.7385,0.6585,0.6500,0.6220,0.0005,0.6510,0.6085,0.4775
5,0.7845,0.7235,0.7595,0.7950,0.7905,0.0015,0.7035,0.6605
6,0.7085,0.6990,0.6600,0.6350,0.6245,0.6660,0.0015,0.6165
7,0.5430,0.6170,0.4400,0.6350,0.5190,0.6690,0.5910,0.0010
