model,0,1,2,3,4,5,6,7
0,0.0025,0.0025,0.0030,0.0070,0.0020,0.0165,0.0220,0.0025
1,0.0510,0.0460,0.0505,0.0785,0.0460,0.0925,0.1070,0.0455
2,0.0145,0.0160,0.0160,0.0320,0.0145,0.0435,0.0620,0.0140
3,0.0010,0.0025,0.0010,0.0000,0.0020,0.0080,0.0170,0.0040
4,0.0035,0.0030,0.0025,0.0145,0.0010,0.0255,0.0430,0.0035
5,0.0035,0.0055,0.0040,0.0075,0.0070,0.0000,0.0200,0.0080
6,0.0025,0.0065,0.0055,0.0095,0.0060,0.0120,0.0000,0.0100
7,0.0115,0.0105,0.0095,0.0275,0.0130,0.0405,0.0495,0.0040
