model,0,1,2,3,4,5,6,7
0,0.0050,0.7555,0.7935,0.7660,0.6285,0.7655,0.7530,0.7295
1,0.7925,0.0015,0.7865,0.6835,0.6190,0.7515,0.7755,0.7570
2,0.7790,0.8010,0.0105,0.7385,0.6225,0.7170,0.8040,0.7545
3,0.7210,0.6970,0.7860,0.0225,0.6810,0.8325,0.7595,0.7725
4,0.7555,0.7665,0.7890,0.7580,0.0425,0.7305,0.7665,0.7605
5,0.7605,0.7015,0.7405,0.7495,0.6335,0.0035,0.7845,0.7455
6,0.7620,0.7500,0.7970,0.7565,0.7220,0.7465,0.0140,0.7530
7,0.7460,0.7785,0.7895,0.7465,0.6890,0.7655,0.7080,0.0075
