model,0,1,2,3,4,5,6,7
0,0.0000,0.0025,0.0055,0.0025,0.0065,0.0035,0.0730,0.0070
1,0.0025,0.0000,0.0045,0.0025,0.0045,0.0020,0.0545,0.0085
2,0.0005,0.0015,0.0000,0.0010,0.0025,0.0010,0.0825,0.0045
3,0.0010,0.0015,0.0035,0.0000,0.0030,0.0015,0.0630,0.0045
4,0.0035,0.0040,0.0105,0.0055,0.0000,0.0080,0.1030,0.0150
5,0.0050,0.0020,0.0075,0.0050,0.0115,0.0000,0.0805,0.0140
6,0.0585,0.0375,0.1065,0.0625,0.0720,0.0415,0.0000,0.0675
7,0.0045,0.0050,0.0125,0.0075,0.0075,0.0050,0.0625,0.0000
