model,0,1,2,3,4,5,6,7
0,0.0305,0.0540,0.0600,0.0455,0.0445,0.0430,0.1065,0.0685
1,0.0860,0.0355,0.0575,0.0415,0.0420,0.0440,0.0985,0.0780
2,0.0575,0.0325,0.0145,0.0265,0.0260,0.0300,0.0745,0.0565
3,0.0740,0.0420,0.0565,0.0490,0.0410,0.0435,0.0900,0.0755
4,0.0670,0.0380,0.0465,0.0345,0.0395,0.0370,0.0840,0.0735
5,0.0650,0.0365,0.0495,0.0340,0.0320,0.0360,0.0900,0.0700
6,0.0300,0.0125,0.0200,0.0085,0.0125,0.0130,0.0010,0.0285
7,0.0890,0.0570,0.0635,0.0450,0.0535,0.0545,0.1135,0.0400
