model,0,1,2,3,4,5,6,7
0,0.0310,0.3025,0.3190,0.2875,0.3380,0.2650,0.3085,0.2675
1,0.2925,0.0460,0.2870,0.2790,0.2915,0.3135,0.3115,0.2640
2,0.3480,0.3280,0.0315,0.3235,0.3985,0.3420,0.3760,0.3730
3,0.2670,0.2830,0.2850,0.0335,0.3025,0.2190,0.2965,0.2485
4,0.3110,0.2785,0.3535,0.3185,0.0275,0.2975,0.3560,0.2630
5,0.2460,0.3110,0.3005,0.2305,0.2900,0.0120,0.3125,0.2300
6,0.2095,0.2265,0.2605,0.2305,0.2740,0.2200,0.0370,0.2200
7,0.2665,0.2695,0.3370,0.2550,0.2790,0.2300,0.2990,0.0280
