model,0,1,2,3,4,5,6,7
0,0.0260,0.0255,0.0525,0.0860,0.0390,0.0185,0.0225,0.0355
1,0.0615,0.0280,0.0665,0.1090,0.0545,0.0285,0.0255,0.0535
2,0.0405,0.0175,0.0075,0.0735,0.0405,0.0125,0.0145,0.0350
3,0.0565,0.0300,0.0560,0.0250,0.0440,0.0195,0.0180,0.0400
4,0.0500,0.0265,0.0515,0.0990,0.0145,0.0115,0.0130,0.0470
5,0.0425,0.0230,0.0480,0.0885,0.0350,0.0070,0.0160,0.0395
6,0.0715,0.0330,0.0660,0.1180,0.0540,0.0285,0.0205,0.0530
7,0.0460,0.0365,0.0560,0.0930,0.0510,0.0220,0.0215,0.0315
