model,0,1,2,3,4,5,6,7
0,0.3085,0.8505,0.8350,0.8935,0.8615,0.8395,0.8615,0.8855
1,0.8370,0.2890,0.8460,0.8900,0.8640,0.8410,0.8735,0.8490
2,0.8235,0.8445,0.3330,0.8215,0.8670,0.8325,0.8490,0.8710
3,0.8490,0.8350,0.8390,0.3205,0.8535,0.8585,0.8785,0.8755
4,0.8510,0.8760,0.8675,0.8740,0.4105,0.8020,0.8685,0.8750
5,0.7990,0.8525,0.8370,0.8535,0.8425,0.2385,0.8685,0.8450
6,0.8355,0.8670,0.8630,0.8060,0.8385,0.8730,0.3395,0.8650
7,0.8305,0.8455,0.8455,0.9155,0.8980,0.8285,0.8635,0.4005
